	client_id	path	sentence	up_votes	down_votes	age	gender	accent	binary
100	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736540.mp3	de arreglar esa impresora.	2	0	twenties	male	nortepeninsular	eur
101	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736544.mp3	Hubo atasco en la carretera.	2	0	twenties	male	nortepeninsular	eur
102	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736546.mp3	nos estamos alejando de la tormenta.	2	0	twenties	male	nortepeninsular	eur
103	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736547.mp3	¡ Ay! ¡ fuera, perro estúpido ! ¡ abajo ! ¡ abajo !	2	0	twenties	male	nortepeninsular	eur
104	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736548.mp3	ni un comentario.	2	0	twenties	male	nortepeninsular	eur
105	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736549.mp3	¡ Preparado, listo... Ya!	2	0	twenties	male	nortepeninsular	eur
106	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736553.mp3	Inés reclamada después por los parientes de doña juana.	2	0	twenties	male	nortepeninsular	eur
107	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736554.mp3	el hermoso, el blondo , el gigantesco adolescente , seguía hablando con el mulato	2	0	twenties	male	nortepeninsular	eur
108	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736556.mp3	me he tenido que marchar del camarote	2	0	twenties	male	nortepeninsular	eur
109	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736563.mp3	nuestros caballos, extenuados por jornada tan penosa	2	0	twenties	male	nortepeninsular	eur
110	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736569.mp3	apartábase lánguidamente los rizos que, deshechos por el viento marino	2	1	twenties	male	nortepeninsular	eur
111	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736570.mp3	he visto a Ulises entrar en tu camarote, como me dijiste.	2	0	twenties	male	nortepeninsular	eur
112	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736571.mp3	Sí, es un error , porque , para que veas , la cama es mi lugar.	2	0	twenties	male	nortepeninsular	eur
113	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736572.mp3	que va a entrar Valeria y nos va a pillar.	2	0	twenties	male	nortepeninsular	eur
114	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736574.mp3	comprendí que la Niña Chole temía ser conocida de algún caminante	2	1	twenties	male	nortepeninsular	eur
115	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736575.mp3	que no, que tengo que tirarme.	3	1	twenties	male	nortepeninsular	eur
116	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736576.mp3	ahora entrega su alma a Dios Nuestro Señor.	2	1	twenties	male	nortepeninsular	eur
117	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736579.mp3	yo contesté riéndome:	2	1	twenties	male	nortepeninsular	eur
118	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736584.mp3	La enferma iba de mal en peor.	2	0	twenties	male	nortepeninsular	eur
119	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736588.mp3	Por San Matías se igualan las noches y los días.	2	1	twenties	male	nortepeninsular	eur
120	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736589.mp3	acudió tiritando:	2	0	twenties	male	nortepeninsular	eur
121	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736590.mp3	lo siento, pero no puedo hacerlo	2	0	twenties	male	nortepeninsular	eur
122	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736591.mp3	Más vale buena amistad que ruin parentesco.	2	0	twenties	male	nortepeninsular	eur
123	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736592.mp3	era Juan de Guzmán.	2	0	twenties	male	nortepeninsular	eur
124	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736593.mp3	la casa, mandada edificar por un virrey	2	0	twenties	male	nortepeninsular	eur
125	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736597.mp3	¡ que no, pesada!	2	0	twenties	male	nortepeninsular	eur
126	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736601.mp3	el barco, una especie de doble fondo. Valeria .	2	0	twenties	male	nortepeninsular	eur
127	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736603.mp3	cuando terminen podemos devolvernos.	2	1	twenties	male	nortepeninsular	eur
128	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736604.mp3	Sargento, establezca un puesto de reconocimiento abajo. ¡ Código rojo!	2	0	twenties	male	nortepeninsular	eur
129	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736606.mp3	No puedo venir porque tengo que acompañar a mi madre al médico.	2	0	twenties	male	nortepeninsular	eur
130	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736608.mp3	sin que me fallen las piernas.	2	1	twenties	male	nortepeninsular	eur
131	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736610.mp3	Ni tristezas domésticas ni el recuerdo de venturas desvanecidas nos quitan el sueño.	2	0	twenties	male	nortepeninsular	eur
132	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736612.mp3	No sé aún si el aire	2	0	twenties	male	nortepeninsular	eur
133	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736613.mp3	es importante, de verdad.	2	1	twenties	male	nortepeninsular	eur
134	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736617.mp3	Hace frío en el tren y la megafonía se siente muy mal.	2	0	twenties	male	nortepeninsular	eur
135	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736634.mp3	el otro alazano del belfo blanco que bebe en el agua.	2	1	twenties	male	nortepeninsular	eur
136	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736635.mp3	pero ahora no se lo puedo decir	2	1	twenties	male	nortepeninsular	eur
137	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736649.mp3	Pienso que solo soy molesto.	2	1	twenties	male	nortepeninsular	eur
138	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736653.mp3	me mata no poder hacerlo. aunque ahora parezca imposible	2	0	twenties	male	nortepeninsular	eur
139	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736662.mp3	vamos, que no...	2	0	twenties	male	nortepeninsular	eur
140	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736663.mp3	bueno, Ulises Garmendia... eso es .	2	0	twenties	male	nortepeninsular	eur
141	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736665.mp3	¿ Problemas, dónde? ¡ ahí abajo!	2	0	twenties	male	nortepeninsular	eur
142	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736668.mp3	¿Dónde estudiaste?	2	0	twenties	male	nortepeninsular	eur
143	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736675.mp3	me acabo de acordar. mira, y me estoy agobiando con los pasos .	2	0	twenties	male	nortepeninsular	eur
144	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736677.mp3	pero que yo creo que esta noche	2	0	twenties	male	nortepeninsular	eur
145	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736680.mp3	Vamos a esquiar.	2	1	twenties	male	nortepeninsular	eur
146	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736681.mp3	Eres un cerdo inculto.	2	0	twenties	male	nortepeninsular	eur
147	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736683.mp3	oye, que lo siento.	2	0	twenties	male	nortepeninsular	eur
148	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736686.mp3	¿ hemos llegado? ¿ hemos llegado a puerto ?	2	0	twenties	male	nortepeninsular	eur
149	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736687.mp3	De su mano recibían flores y ramilletes el último toque.	2	1	twenties	male	nortepeninsular	eur
150	af071c41aea37f7cd9d8fdfaa8d7086ff7bf41a3b17b402141c4c56e048a4467a589204e26e8842e313b66da23024c1c6f92b3708052a598d45d9492409628e9	common_voice_es_18736689.mp3	¿ hay una chica?	2	0	twenties	male	nortepeninsular	eur
211	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602797.mp3	y sus manos adquirían la divina torpeza de las manos de una virgen.	2	0	fourties	female	nortepeninsular	eur
212	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602799.mp3	No hay guerra más hiriente que entre hermanos y parientes.	2	0	fourties	female	nortepeninsular	eur
213	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602870.mp3	la Niña Chole no le dejó concluir:	2	0	fourties	female	nortepeninsular	eur
214	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602871.mp3	hay cosas que no se deciden.	2	0	fourties	female	nortepeninsular	eur
215	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602875.mp3	hola, grumete. hola .	2	0	fourties	female	nortepeninsular	eur
216	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602876.mp3	pero es que es eso lo que te pido.	2	0	fourties	female	nortepeninsular	eur
217	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602879.mp3	sin duda estaba escrito que yo había de ser tentado y vencido.	2	0	fourties	female	nortepeninsular	eur
218	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602880.mp3	hablándose a medida que se separan y lanzando gritos.	2	1	fourties	female	nortepeninsular	eur
219	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602884.mp3	das golpecitos como cuando nos conocimos, ¿ vale?	2	0	fourties	female	nortepeninsular	eur
220	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602885.mp3	Y ahora, vacía esa caja fuerte.	2	0	fourties	female	nortepeninsular	eur
221	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602886.mp3	por donde vive el fantasma del barco.	2	0	fourties	female	nortepeninsular	eur
222	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602887.mp3	Estaba yo en la casa de los míos.	2	0	fourties	female	nortepeninsular	eur
223	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602896.mp3	al cable de deriva del para -- rayos	2	0	fourties	female	nortepeninsular	eur
224	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602897.mp3	Otra hazaña como esa, vaquero , va a hacer que nos maten.	2	0	fourties	female	nortepeninsular	eur
225	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602898.mp3	para salvar a unos pocos.	2	0	fourties	female	nortepeninsular	eur
226	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602900.mp3	es que eres un gilipollas.	2	0	fourties	female	nortepeninsular	eur
227	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602901.mp3	hablando así, alzamos los vasos y a un tiempo les dimos fin.	2	0	fourties	female	nortepeninsular	eur
228	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602902.mp3	capítulos tres y cuatro de Sonata de estío, de Ramón María del Valle-Inclán.	2	0	fourties	female	nortepeninsular	eur
229	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602903.mp3	médanos pantanosos cercados de negros charcos donde se reflejaba la luna	2	0	fourties	female	nortepeninsular	eur
230	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602909.mp3	Mi hija ha hecho vegetariana.	2	0	fourties	female	nortepeninsular	eur
231	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602910.mp3	hace tope con el feto, vamos , digo yo , ¿ no?	2	0	fourties	female	nortepeninsular	eur
232	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602911.mp3	marchando la aceitunita.	2	0	fourties	female	nortepeninsular	eur
233	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602934.mp3	Virtudes vencen señales.	2	0	fourties	female	nortepeninsular	eur
234	cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64	common_voice_es_18602937.mp3	la Madre Abadesa me interrumpió:	2	0	fourties	female	nortepeninsular	eur
